Altium Designer Pick and Place Locations
F:\Development\Laptop Entwicklung\Shared\OV Tech GmbH\OV Tech GmbH - Cloud\02_Projects\00_Helios\01_Elektronik\01_Module\03_Keyboard\KB-PCB-R02\Project Outputs for KB-PCB-R02\Pick Place for KB-PCB-R02.txt

========================================================================================================================
File Design Information:

Date:       02.03.24
Time:       09:31
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

Designator      Comment                             Layer       Footprint                                                Center-X(mm) Center-Y(mm) Rotation Description                                                                                                               
D93             PESD5V5C1UL                         BottomLayer DFN65P100X50-2N                                          128.8270     5.6594       90       "ESD Diode 5.5V working voltage DFN1006-2"                                                                                
D92             PESD5V5C1UL                         BottomLayer DFN65P100X50-2N                                          128.8224     7.1726       270      "ESD Diode 5.5V working voltage DFN1006-2"                                                                                
D91             PESD5V5C1UL                         BottomLayer DFN65P100X50-2N                                          128.8257     8.7013       90       "ESD Diode 5.5V working voltage DFN1006-2"                                                                                
D90             PESD5V5C1UL                         BottomLayer DFN65P100X50-2N                                          135.6091     16.1365      0        "ESD Diode 5.5V working voltage DFN1006-2"                                                                                
D89             PESD5V5C1UL                         BottomLayer DFN65P100X50-2N                                          135.6091     17.3301      0        "ESD Diode 5.5V working voltage DFN1006-2"                                                                                
D88             PESD5V5C1UL                         BottomLayer DFN65P100X50-2N                                          128.0019     16.3818      180      "ESD Diode 5.5V working voltage DFN1006-2"                                                                                
D87             PESD5V5C1UL                         BottomLayer DFN65P100X50-2N                                          122.7041     29.9649      90       "ESD Diode 5.5V working voltage DFN1006-2"                                                                                
D86             PESD5V5C1UL                         BottomLayer DFN65P100X50-2N                                          105.8330     29.8783      180      "ESD Diode 5.5V working voltage DFN1006-2"                                                                                
D85             PESD5V5C1UL                         BottomLayer DFN65P100X50-2N                                          109.3427     29.5982      180      "ESD Diode 5.5V working voltage DFN1006-2"                                                                                
D83             PESD5V5C1UL                         BottomLayer DFN65P100X50-2N                                          114.2500     27.1483      180      "ESD Diode 5.5V working voltage DFN1006-2"                                                                                
D82             PESD5V5C1UL                         BottomLayer DFN65P100X50-2N                                          114.2500     25.9370      180      "ESD Diode 5.5V working voltage DFN1006-2"                                                                                
D81             PESD5V5C1UL                         BottomLayer DFN65P100X50-2N                                          114.2500     24.7316      180      "ESD Diode 5.5V working voltage DFN1006-2"                                                                                
C115            "100nF 25V"                         BottomLayer CAPC1005X06L                                             106.8000     15.6503      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C114            "330pF 50V"                         BottomLayer CAPC1005X06L                                             130.1502     24.5817      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                                                 
C113            "330pF 50V"                         BottomLayer CAPC1005X06L                                             122.8000     32.1496      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                                                 
C112            "330pF 50V"                         BottomLayer CAPC1005X06L                                             138.3756     19.7502      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                                                 
C111            "330pF 50V"                         BottomLayer CAPC1005X06L                                             132.4502     24.5817      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                                                 
C110            "330pF 50V"                         BottomLayer CAPC1005X06L                                             125.9000     18.8000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                                                 
U6              74HC2G14GW-Q100                     BottomLayer TSOP65P210X110-6N                                        97.9000      15.1000      90       "Schmitt Trigger Inverter, 1I/P, 125Deg C Rohs Compliant: Yes |Nexperia 74HC2G14GW-Q100"                                  
U5              MP3438                              BottomLayer SOT583                                                   93.7000      11.3000      0        "2A, 16V, High-Efficiency, Fully Integrated, Synchronous Boost Converter"                                                 
TP_RGB_P_CRTL   "Testpoint 0.75mm"                  BottomLayer TP_0.75mm                                                91.5382      16.8353      180      "Testpoint 0.75mm"                                                                                                        
TP_RGB_LED_OUT2 "Testpoint 0.5mm"                   BottomLayer TP_0.50mm                                                41.8000      10.2000      0        "Testpoint 0.5mm"                                                                                                         
TP_RGB_LED_OUT1 "Testpoint 0.5mm"                   BottomLayer TP_0.50mm                                                82.8000      16.3000      90       "Testpoint 0.5mm"                                                                                                         
TP_GND          "Testpoint 0.75mm"                  BottomLayer TP_0.75mm                                                124.7900     28.1926      90       "Testpoint 0.75mm"                                                                                                        
R66             "47k 1%"                            BottomLayer RESC1005X04L                                             88.1000      11.7000      90       "Thick Film Resistors - SMD 47k 1%"                                                                                       
R65             "100R 1%"                           BottomLayer RESC1005X04L                                             86.8497      11.4011      0        "Thick Film Resistors - SMD 100R 1%"                                                                                      
R64             "100R 1%"                           BottomLayer RESC1005X04L                                             85.3352      12.1663      90       "Thick Film Resistors - SMD 100R 1%"                                                                                      
R63             "100k 1%"                           BottomLayer RESC1005X04L                                             85.3350      10.6499      270      "Thick Film Resistors - SMD 100k 1%"                                                                                      
L1              "3.3 uH 4.4A"                       BottomLayer INDM4141X21N                                             95.2527      6.7291       90       "Low-Resistance Molded Inductor 3.3µH"                                                                                    
C109            "100nF 25V"                         TopLayer    CAPC1005X06L                                             151.0890     12.4000      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C108            "100nF 25V"                         TopLayer    CAPC1005X06L                                             168.3120     12.4000      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C107            "100nF 25V"                         TopLayer    CAPC1005X06L                                             185.3850     12.4000      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C106            "100nF 25V"                         TopLayer    CAPC1005X06L                                             202.4590     12.4000      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
LED23           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 106.1000     29.5610      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED24           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 157.3470     29.5610      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
U4              PMZ130UNEYL                         BottomLayer DFN65P98X50-3N                                           108.9175     17.0535      90       "MOSFET PMZ130UNE/SOT883/XQFN3"                                                                                           
R35             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             70.7920      63.7070      90       "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R42             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             61.7190      46.6340      270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R57             "100R 1%"                           BottomLayer RESC1005X04L                                             102.3465     16.8803      180      "Thick Film Resistors - SMD 100R 1%"                                                                                      
R59             "47k 1%"                            BottomLayer RESC1005X04L                                             102.3470     15.9785      0        "Thick Film Resistors - SMD 47k 1%"                                                                                       
R24             "113 Ohm 1%"                        BottomLayer RESC1608X04L                                             91.1000      15.0000      270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R53             "47k 1%"                            BottomLayer RESC1005X04L                                             106.1000     11.2000      0        "Thick Film Resistors - SMD 47k 1%"                                                                                       
R23             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             27.5720      12.4870      270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R54             "88.7 Ohm 1%"                       BottomLayer RESC1608X04L                                             104.4000     14.1000      270      "Thick Film Resistors - SMD 88.7OHM 1%"                                                                                   
R41             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             112.9390     46.6340      270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R51             "100R 1%"                           BottomLayer RESC1005X04L                                             106.7937     16.4646      0        "Thick Film Resistors - SMD 100R 1%"                                                                                      
R37             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             173.2320     63.7070      90       "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R26             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             61.7180      101.8100     270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R29             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             215.4000     101.8100     270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R32             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             130.0065     80.7370      270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R25             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             10.4990      101.8100     270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R34             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             27.5690      80.7370      270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R40             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             164.1590     46.6340      270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R39             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             215.3790     46.6340      270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R48             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             181.2370     12.4870      270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R36             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             122.0120     63.7070      90       "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R58             "68k 1%"                            BottomLayer RESC1005X04L                                             94.4000      13.2000      0        "Thick Film Resistors - SMD 68k 1%"                                                                                       
R22             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             79.0000      12.4870      270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R60             "100R 1%"                           BottomLayer RESC1005X04L                                             97.6012      12.9644      180      "Thick Film Resistors - SMD 100R 1%"                                                                                      
R50             "100R 1%"                           BottomLayer RESC1005X04L                                             106.9269     10.3986      0        "Thick Film Resistors - SMD 100R 1%"                                                                                      
R27             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             112.9390     101.8100     90       "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R45             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             156.1590     29.5610      90       "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R44             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             104.9390     29.5610      90       "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R52             "47k 1%"                            BottomLayer RESC1005X04L                                             106.7969     17.2838      0        "Thick Film Resistors - SMD 47k 1%"                                                                                       
R46             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             207.3820     29.5610      90       "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R61             "470R 1%"                           TopLayer    RESC1005X04L                                             81.7190      11.5770      180      "Thick Film Resistors - SMD 470R 1%"                                                                                      
R47             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             232.5000     12.4870      270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R62             "470R 1%"                           BottomLayer RESC1005X04L                                             141.0000     11.0000      0        "Thick Film Resistors - SMD 470R 1%"                                                                                      
R43             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             53.7190      29.5610      90       "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R31             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             181.2397     80.7370      270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R30             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             240.9917     80.7404      270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R55             "47k 1%"                            BottomLayer RESC1005X04L                                             96.0000      11.1000      180      "Thick Film Resistors - SMD 47k 1%"                                                                                       
R28             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             164.1590     101.8100     270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R56             "750k 1%"                           BottomLayer RESC1005X04L                                             94.4000      14.1000      0        "Thick Film Resistors - SMD 750k 1%"                                                                                      
R38             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             224.4570     63.7070      90       "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
R33             "113 Ohm 1%"                        TopLayer    RESC1608X04L                                             78.8000      80.7370      270      "Thick Film Resistors - SMD 113OHM 1%"                                                                                    
Q4              PMZ130UNEYL                         BottomLayer DFN65P98X50-3N                                           86.8174      10.2433      180      "MOSFET PMZ130UNE/SOT883/XQFN3"                                                                                           
Q3              PMZ130UNEYL                         BottomLayer DFN65P98X50-3N                                           100.7508     16.8367      180      "MOSFET PMZ130UNE/SOT883/XQFN3"                                                                                           
LED57           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 45.4000      12.4870      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED8            HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 216.6000     101.8100     90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED11           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 131.1720     80.7370      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED33           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 79.9800      101.8100     90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED31           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 16.2240      63.7070      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED9            HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 242.1810     80.7370      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED58           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 16.2240      29.5610      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED81           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 250.2338     12.4813      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED59           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 11.6870      80.7370      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED15           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 123.2000     63.7070      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED69           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 54.6070      63.8020      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED71           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 157.0470     63.7070      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED30           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 11.6870      12.4870      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED18           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 216.5670     46.6340      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED4            HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 11.6870      101.8100     90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED50           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 71.5930      29.5610      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED6            HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 114.1340     101.8100     270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED40           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 62.9060      80.7370      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED60           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 45.3510      101.8100     90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED10           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 182.4200     80.7370      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED19           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 165.3470     46.6340      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED21           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 62.9070      46.6340      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED78           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 88.5000      29.5610      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED77           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 37.5340      29.5610      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED67           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 96.4000      80.7370      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED42           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 88.7540      63.7070      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED68           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 45.3510      80.7370      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED52           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 174.1000     29.5610      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED27           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 182.4250     12.4870      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED70           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 105.8270     63.7070      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED80           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 190.6574     29.5610      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED5            HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 62.9060      101.8100     90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED37           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 216.6000     80.7370      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED49           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 45.8340      46.6340      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED64           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 249.7246     101.8088     90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED54           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 216.1850     12.4870      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED66           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 147.6000     80.7370      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED32           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 28.7720      101.8100     90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED74           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 182.4200     46.6340      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED14           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 71.9800      63.7070      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED53           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 237.0313     29.5886      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED39           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 114.1340     80.7370      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED38           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 164.9600     80.7370      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED63           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 199.0170     101.8100     90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED79           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 139.5443     29.5610      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED16           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 174.4200     63.7070      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED2            HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 28.7600      12.4870      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED73           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 233.3450     46.6340      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED82           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 199.1120     12.4870      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED7            HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 165.3490     101.8100     90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED12           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 79.9800      80.7370      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED44           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 190.9990     63.7070      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED22           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 54.9000      29.5610      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED51           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 122.8130     29.5610      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED13           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 28.7720      80.7370      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED41           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 37.8340      63.7070      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED29           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 62.5000      12.4870      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED45           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 250.0180     55.1710      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED62           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 147.7890     101.8100     90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED26           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 233.6450     12.4870      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED76           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 79.9800      46.6340      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED20           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 114.1270     46.6340      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED25           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 208.5670     29.5610      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED83           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 147.7420     12.4870      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED55           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 164.9650     12.4870      270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED34           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 131.2000     101.8000     270      "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED1            HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 80.1290      12.4870      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
LED43           HL-PT-1608H322W-L                   TopLayer    LED_0603                                                 140.0730     63.7070      90       "8000K~12000K 500mcd Yellow Diffused -40?~+85? Positive post White light 130° 70mW 0603 Light Emitting Diodes (LED) ROHS" 
